field_1,X,name,issues,basisOfRec,year,month,day,geodeticDa,decimalLon,decimalLat,optional,left,top,right,bottom,ID,left_1,top_1,right_1,bottom_1,ID_1,left_2,top_2,right_2,bottom_2,ID_2,left_3,top_3,right_3,bottom_3,ID_3,left_4,top_4,right_4,bottom_4,ID_4,left_5,top_5,right_5,bottom_5,ID_5,left_6,top_6,right_6,bottom_6,ID_6
18529,9,Arctostaphylos uva-ursi,,PRESERVED_SPECIMEN,1993,6,29,WGS84,-118.86310,37.58280,TRUE,2144187.16157,622037.29784,2145437.16157,620787.29784,107986,2144187.16157,623287.29784,2146687.16157,620787.29784,27113,2141687.16157,625787.29784,2146687.16157,620787.29784,6772,2141687.16157,630787.29784,2151687.16157,620787.29784,1722,2141687.16157,640787.29784,2161687.16157,620787.29784,445,2121687.16157,660787.29784,2161687.16157,620787.29784,110,2121687.1615699999965727,700787.2978420000290498,2201687.1615699999965727,620787.2978420000290498,31
18530,10,Arctostaphylos uva-ursi,,PRESERVED_SPECIMEN,1993,6,29,WGS84,-118.86310,37.58280,TRUE,2144187.16157,622037.29784,2145437.16157,620787.29784,107986,2144187.16157,623287.29784,2146687.16157,620787.29784,27113,2141687.16157,625787.29784,2146687.16157,620787.29784,6772,2141687.16157,630787.29784,2151687.16157,620787.29784,1722,2141687.16157,640787.29784,2161687.16157,620787.29784,445,2121687.16157,660787.29784,2161687.16157,620787.29784,110,2121687.1615699999965727,700787.2978420000290498,2201687.1615699999965727,620787.2978420000290498,31
18531,11,Arctostaphylos uva-ursi,,PRESERVED_SPECIMEN,1993,6,29,WGS84,-118.86310,37.58280,TRUE,2144187.16157,622037.29784,2145437.16157,620787.29784,107986,2144187.16157,623287.29784,2146687.16157,620787.29784,27113,2141687.16157,625787.29784,2146687.16157,620787.29784,6772,2141687.16157,630787.29784,2151687.16157,620787.29784,1722,2141687.16157,640787.29784,2161687.16157,620787.29784,445,2121687.16157,660787.29784,2161687.16157,620787.29784,110,2121687.1615699999965727,700787.2978420000290498,2201687.1615699999965727,620787.2978420000290498,31
18532,12,Arctostaphylos uva-ursi,,PRESERVED_SPECIMEN,1993,6,29,WGS84,-118.86310,37.58280,TRUE,2144187.16157,622037.29784,2145437.16157,620787.29784,107986,2144187.16157,623287.29784,2146687.16157,620787.29784,27113,2141687.16157,625787.29784,2146687.16157,620787.29784,6772,2141687.16157,630787.29784,2151687.16157,620787.29784,1722,2141687.16157,640787.29784,2161687.16157,620787.29784,445,2121687.16157,660787.29784,2161687.16157,620787.29784,110,2121687.1615699999965727,700787.2978420000290498,2201687.1615699999965727,620787.2978420000290498,31
18533,255,Arctostaphylos viscida,"gass84,gdativ",PRESERVED_SPECIMEN,1993,6,3,WGS84,-119.43330,37.05000,TRUE,2094187.16157,562037.29784,2095437.16157,560787.29784,87514,2094187.16157,563287.29784,2096687.16157,560787.29784,21997,2091687.16157,565787.29784,2096687.16157,560787.29784,5494,2091687.16157,570787.29784,2101687.16157,560787.29784,1403,2081687.16157,580787.29784,2101687.16157,560787.29784,349,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18534,256,Arctostaphylos viscida,"gass84,iddatunl",PRESERVED_SPECIMEN,1993,6,3,WGS84,-119.43330,37.05000,TRUE,2094187.16157,562037.29784,2095437.16157,560787.29784,87514,2094187.16157,563287.29784,2096687.16157,560787.29784,21997,2091687.16157,565787.29784,2096687.16157,560787.29784,5494,2091687.16157,570787.29784,2101687.16157,560787.29784,1403,2081687.16157,580787.29784,2101687.16157,560787.29784,349,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18542,88,Cornus nuttallii,"gass84,gdativ",PRESERVED_SPECIMEN,1993,6,4,WGS84,-119.15000,37.05000,TRUE,2119187.16157,562037.29784,2120437.16157,560787.29784,97774,2119187.16157,563287.29784,2121687.16157,560787.29784,24567,2116687.16157,565787.29784,2121687.16157,560787.29784,6139,2111687.16157,570787.29784,2121687.16157,560787.29784,1533,2101687.16157,580787.29784,2121687.16157,560787.29784,382,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18543,180,Cornus sericea,"gass84,iddatunl",PRESERVED_SPECIMEN,1993,6,4,WGS84,-119.31670,37.13333,TRUE,2104187.16157,572037.29784,2105437.16157,570787.29784,91610,2104187.16157,573287.29784,2106687.16157,570787.29784,23021,2101687.16157,575787.29784,2106687.16157,570787.29784,5750,2101687.16157,580787.29784,2111687.16157,570787.29784,1467,2101687.16157,580787.29784,2121687.16157,560787.29784,382,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18546,183,Cornus sericea,,PRESERVED_SPECIMEN,1993,6,29,WGS84,-120.49270,39.12213,TRUE,2000437.16157,792037.29784,2001687.16157,790787.29784,48855,1999187.16157,793287.29784,2001687.16157,790787.29784,12139,1996687.16157,795787.29784,2001687.16157,790787.29784,2997,1991687.16157,800787.29784,2001687.16157,790787.29784,730,1981687.16157,800787.29784,2001687.16157,780787.29784,173,1961687.16157,820787.29784,2001687.16157,780787.29784,38,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
18548,185,Cornus sericea,"gass84,gdativ",PRESERVED_SPECIMEN,1993,6,4,WGS84,-119.31670,37.13333,TRUE,2104187.16157,572037.29784,2105437.16157,570787.29784,91610,2104187.16157,573287.29784,2106687.16157,570787.29784,23021,2101687.16157,575787.29784,2106687.16157,570787.29784,5750,2101687.16157,580787.29784,2111687.16157,570787.29784,1467,2101687.16157,580787.29784,2121687.16157,560787.29784,382,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18553,116,Frangula rubra,"gass84,gdativ",PRESERVED_SPECIMEN,1993,6,4,WGS84,-119.31670,37.13333,TRUE,2104187.16157,572037.29784,2105437.16157,570787.29784,91610,2104187.16157,573287.29784,2106687.16157,570787.29784,23021,2101687.16157,575787.29784,2106687.16157,570787.29784,5750,2101687.16157,580787.29784,2111687.16157,570787.29784,1467,2101687.16157,580787.29784,2121687.16157,560787.29784,382,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18554,117,Frangula rubra,"gass84,gdativ",PRESERVED_SPECIMEN,1993,6,4,WGS84,-119.31670,37.13333,TRUE,2104187.16157,572037.29784,2105437.16157,570787.29784,91610,2104187.16157,573287.29784,2106687.16157,570787.29784,23021,2101687.16157,575787.29784,2106687.16157,570787.29784,5750,2101687.16157,580787.29784,2111687.16157,570787.29784,1467,2101687.16157,580787.29784,2121687.16157,560787.29784,382,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18555,118,Frangula rubra,txmathi,PRESERVED_SPECIMEN,1993,6,29,WGS84,-120.49270,39.12213,TRUE,2000437.16157,792037.29784,2001687.16157,790787.29784,48855,1999187.16157,793287.29784,2001687.16157,790787.29784,12139,1996687.16157,795787.29784,2001687.16157,790787.29784,2997,1991687.16157,800787.29784,2001687.16157,790787.29784,730,1981687.16157,800787.29784,2001687.16157,780787.29784,173,1961687.16157,820787.29784,2001687.16157,780787.29784,38,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
18556,119,Frangula rubra,"cdround,gass84,iddatunl",PRESERVED_SPECIMEN,1993,6,4,WGS84,-119.31670,37.13333,TRUE,2104187.16157,572037.29784,2105437.16157,570787.29784,91610,2104187.16157,573287.29784,2106687.16157,570787.29784,23021,2101687.16157,575787.29784,2106687.16157,570787.29784,5750,2101687.16157,580787.29784,2111687.16157,570787.29784,1467,2101687.16157,580787.29784,2121687.16157,560787.29784,382,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18557,120,Frangula rubra,"bri,gass84",UNKNOWN,1993,6,4,WGS84,-119.31000,37.13000,TRUE,2105437.16157,570787.29784,2106687.16157,569537.29784,92124,2104187.16157,570787.29784,2106687.16157,568287.29784,23022,2101687.16157,570787.29784,2106687.16157,565787.29784,5751,2101687.16157,570787.29784,2111687.16157,560787.29784,1468,2101687.16157,580787.29784,2121687.16157,560787.29784,382,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18558,121,Frangula rubra,"gass84,gdativ",PRESERVED_SPECIMEN,1993,6,30,WGS84,-120.05080,37.80139,TRUE,2039187.16157,644537.29784,2040437.16157,643287.29784,64876,2039187.16157,645787.29784,2041687.16157,643287.29784,16310,2036687.16157,645787.29784,2041687.16157,640787.29784,4059,2031687.16157,650787.29784,2041687.16157,640787.29784,1005,2021687.16157,660787.29784,2041687.16157,640787.29784,246,2001687.16157,660787.29784,2041687.16157,620787.29784,59,1961687.1615699999965727,700787.2978420000290498,2041687.1615699999965727,620787.2978420000290498,13
18561,161,Lonicera interrupta,"gass84,iddatunl",PRESERVED_SPECIMEN,1993,6,3,WGS84,-119.43330,37.05000,TRUE,2094187.16157,562037.29784,2095437.16157,560787.29784,87514,2094187.16157,563287.29784,2096687.16157,560787.29784,21997,2091687.16157,565787.29784,2096687.16157,560787.29784,5494,2091687.16157,570787.29784,2101687.16157,560787.29784,1403,2081687.16157,580787.29784,2101687.16157,560787.29784,349,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18563,163,Lonicera interrupta,"gass84,gdativ",PRESERVED_SPECIMEN,1993,6,3,WGS84,-119.43330,37.05000,TRUE,2094187.16157,562037.29784,2095437.16157,560787.29784,87514,2094187.16157,563287.29784,2096687.16157,560787.29784,21997,2091687.16157,565787.29784,2096687.16157,560787.29784,5494,2091687.16157,570787.29784,2101687.16157,560787.29784,1403,2081687.16157,580787.29784,2101687.16157,560787.29784,349,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18567,200,Prunus emarginata,"gass84,gdativ",PRESERVED_SPECIMEN,1993,6,4,WGS84,-119.31670,37.13333,TRUE,2104187.16157,572037.29784,2105437.16157,570787.29784,91610,2104187.16157,573287.29784,2106687.16157,570787.29784,23021,2101687.16157,575787.29784,2106687.16157,570787.29784,5750,2101687.16157,580787.29784,2111687.16157,570787.29784,1467,2101687.16157,580787.29784,2121687.16157,560787.29784,382,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18568,201,Prunus emarginata,cdrep,PRESERVED_SPECIMEN,1993,6,13,WGS84,-120.43530,39.66694,TRUE,2005437.16157,852037.29784,2006687.16157,850787.29784,50859,2004187.16157,853287.29784,2006687.16157,850787.29784,12629,2001687.16157,855787.29784,2006687.16157,850787.29784,3114,2001687.16157,860787.29784,2011687.16157,850787.29784,789,2001687.16157,860787.29784,2021687.16157,840787.29784,203,2001687.16157,860787.29784,2041687.16157,820787.29784,54,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
18583,364,Ribes nevadense,"gass84,gdativ",PRESERVED_SPECIMEN,1993,6,4,WGS84,-119.31670,37.13333,TRUE,2104187.16157,572037.29784,2105437.16157,570787.29784,91610,2104187.16157,573287.29784,2106687.16157,570787.29784,23021,2101687.16157,575787.29784,2106687.16157,570787.29784,5750,2101687.16157,580787.29784,2111687.16157,570787.29784,1467,2101687.16157,580787.29784,2121687.16157,560787.29784,382,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18589,295,Ribes roezlii,"gass84,gdativ",PRESERVED_SPECIMEN,1993,6,4,WGS84,-119.15000,37.05000,TRUE,2119187.16157,562037.29784,2120437.16157,560787.29784,97774,2119187.16157,563287.29784,2121687.16157,560787.29784,24567,2116687.16157,565787.29784,2121687.16157,560787.29784,6139,2111687.16157,570787.29784,2121687.16157,560787.29784,1533,2101687.16157,580787.29784,2121687.16157,560787.29784,382,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18590,296,Ribes roezlii,"gass84,iddatunl",PRESERVED_SPECIMEN,1993,6,4,WGS84,-119.15000,37.05000,TRUE,2119187.16157,562037.29784,2120437.16157,560787.29784,97774,2119187.16157,563287.29784,2121687.16157,560787.29784,24567,2116687.16157,565787.29784,2121687.16157,560787.29784,6139,2111687.16157,570787.29784,2121687.16157,560787.29784,1533,2101687.16157,580787.29784,2121687.16157,560787.29784,382,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18598,57,Ribes viscosissimum,"gass84,gdativ",PRESERVED_SPECIMEN,1993,6,4,WGS84,-119.31670,37.13333,TRUE,2104187.16157,572037.29784,2105437.16157,570787.29784,91610,2104187.16157,573287.29784,2106687.16157,570787.29784,23021,2101687.16157,575787.29784,2106687.16157,570787.29784,5750,2101687.16157,580787.29784,2111687.16157,570787.29784,1467,2101687.16157,580787.29784,2121687.16157,560787.29784,382,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18599,58,Ribes viscosissimum,"gass84,iddatunl",PRESERVED_SPECIMEN,1993,6,4,WGS84,-119.31670,37.13333,TRUE,2104187.16157,572037.29784,2105437.16157,570787.29784,91610,2104187.16157,573287.29784,2106687.16157,570787.29784,23021,2101687.16157,575787.29784,2106687.16157,570787.29784,5750,2101687.16157,580787.29784,2111687.16157,570787.29784,1467,2101687.16157,580787.29784,2121687.16157,560787.29784,382,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18600,68,Rosa bridgesii,"gass84,gdativ",PRESERVED_SPECIMEN,1993,6,4,WGS84,-119.31670,37.13333,TRUE,2104187.16157,572037.29784,2105437.16157,570787.29784,91610,2104187.16157,573287.29784,2106687.16157,570787.29784,23021,2101687.16157,575787.29784,2106687.16157,570787.29784,5750,2101687.16157,580787.29784,2111687.16157,570787.29784,1467,2101687.16157,580787.29784,2121687.16157,560787.29784,382,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18601,69,Rosa bridgesii,"gass84,iddatunl",PRESERVED_SPECIMEN,1993,6,4,WGS84,-119.31670,37.13333,TRUE,2104187.16157,572037.29784,2105437.16157,570787.29784,91610,2104187.16157,573287.29784,2106687.16157,570787.29784,23021,2101687.16157,575787.29784,2106687.16157,570787.29784,5750,2101687.16157,580787.29784,2111687.16157,570787.29784,1467,2101687.16157,580787.29784,2121687.16157,560787.29784,382,2081687.16157,580787.29784,2121687.16157,540787.29784,95,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
18620,88,Rosa pisocarpa,cdrep,PRESERVED_SPECIMEN,1993,6,22,WGS84,-121.57360,39.93611,TRUE,1907937.16157,882037.29784,1909187.16157,880787.29784,10821,1906687.16157,883287.29784,1909187.16157,880787.29784,2594,1906687.16157,885787.29784,1911687.16157,880787.29784,657,1901687.16157,890787.29784,1911687.16157,880787.29784,136,1901687.16157,900787.29784,1921687.16157,880787.29784,36,1881687.16157,900787.29784,1921687.16157,860787.29784,2,1881687.1615699999965727,940787.2978420000290498,1961687.1615699999965727,860787.2978420000290498,1
18630,402,Solanum umbelliferum,gass84,PRESERVED_SPECIMEN,1993,6,1,WGS84,-119.00000,37.00000,TRUE,2132937.16157,557037.29784,2134187.16157,555787.29784,103421,2131687.16157,558287.29784,2134187.16157,555787.29784,25854,2131687.16157,560787.29784,2136687.16157,555787.29784,6527,2131687.16157,560787.29784,2141687.16157,550787.29784,1664,2121687.16157,560787.29784,2141687.16157,540787.29784,416,2121687.16157,580787.29784,2161687.16157,540787.29784,112,2121687.1615699999965727,620787.2978420000290498,2201687.1615699999965727,540787.2978420000290498,32
25381,257,Arctostaphylos viscida,,PRESERVED_SPECIMEN,1993,7,27,WGS84,-120.17390,37.73416,TRUE,2027937.16157,637037.29784,2029187.16157,635787.29784,60265,2026687.16157,638287.29784,2029187.16157,635787.29784,15028,2026687.16157,640787.29784,2031687.16157,635787.29784,3802,2021687.16157,640787.29784,2031687.16157,630787.29784,941,2021687.16157,640787.29784,2041687.16157,620787.29784,247,2001687.16157,660787.29784,2041687.16157,620787.29784,59,1961687.1615699999965727,700787.2978420000290498,2041687.1615699999965727,620787.2978420000290498,13
25382,258,Arctostaphylos viscida,,PRESERVED_SPECIMEN,1993,7,27,WGS84,-120.17390,37.73416,TRUE,2027937.16157,637037.29784,2029187.16157,635787.29784,60265,2026687.16157,638287.29784,2029187.16157,635787.29784,15028,2026687.16157,640787.29784,2031687.16157,635787.29784,3802,2021687.16157,640787.29784,2031687.16157,630787.29784,941,2021687.16157,640787.29784,2041687.16157,620787.29784,247,2001687.16157,660787.29784,2041687.16157,620787.29784,59,1961687.1615699999965727,700787.2978420000290498,2041687.1615699999965727,620787.2978420000290498,13
25384,187,Cornus sericea,,PRESERVED_SPECIMEN,1993,7,2,WGS84,-120.07150,38.86457,TRUE,2036687.16157,763287.29784,2037937.16157,762037.29784,63755,2036687.16157,763287.29784,2039187.16157,760787.29784,16006,2036687.16157,765787.29784,2041687.16157,760787.29784,4035,2031687.16157,770787.29784,2041687.16157,760787.29784,993,2021687.16157,780787.29784,2041687.16157,760787.29784,240,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
25385,122,Frangula rubra,cdrep,PRESERVED_SPECIMEN,1993,7,7,WGS84,-121.44750,39.74556,TRUE,1917937.16157,860787.29784,1919187.16157,859537.29784,14942,1916687.16157,860787.29784,1919187.16157,858287.29784,3631,1916687.16157,860787.29784,1921687.16157,855787.29784,920,1911687.16157,860787.29784,1921687.16157,850787.29784,204,1901687.16157,860787.29784,1921687.16157,840787.29784,38,1881687.16157,860787.29784,1921687.16157,820787.29784,3,1881687.1615699999965727,860787.2978420000290498,1961687.1615699999965727,780787.2978420000290498,2
25388,91,Lonicera involucrata,"gass84,gdativ",PRESERVED_SPECIMEN,1993,7,22,WGS84,-121.17620,39.64860,TRUE,1941687.16157,850787.29784,1942937.16157,849537.29784,24697,1941687.16157,850787.29784,1944187.16157,848287.29784,6205,1941687.16157,850787.29784,1946687.16157,845787.29784,1567,1941687.16157,850787.29784,1951687.16157,840787.29784,400,1941687.16157,860787.29784,1961687.16157,840787.29784,104,1921687.16157,860787.29784,1961687.16157,820787.29784,20,1881687.1615699999965727,860787.2978420000290498,1961687.1615699999965727,780787.2978420000290498,2
25389,92,Lonicera involucrata,cdrep,PRESERVED_SPECIMEN,1993,7,22,WGS84,-121.18500,39.65528,TRUE,1940437.16157,850787.29784,1941687.16157,849537.29784,24184,1939187.16157,850787.29784,1941687.16157,848287.29784,5948,1936687.16157,850787.29784,1941687.16157,845787.29784,1438,1931687.16157,850787.29784,1941687.16157,840787.29784,335,1921687.16157,860787.29784,1941687.16157,840787.29784,71,1921687.16157,860787.29784,1961687.16157,820787.29784,20,1881687.1615699999965727,860787.2978420000290498,1961687.1615699999965727,780787.2978420000290498,2
25398,277,Ribes cereum,gass84,PRESERVED_SPECIMEN,1993,7,11,WGS84,-120.48940,39.59078,TRUE,2000437.16157,843287.29784,2001687.16157,842037.29784,48814,1999187.16157,843287.29784,2001687.16157,840787.29784,12119,1996687.16157,845787.29784,2001687.16157,840787.29784,2987,1991687.16157,850787.29784,2001687.16157,840787.29784,725,1981687.16157,860787.29784,2001687.16157,840787.29784,170,1961687.16157,860787.29784,2001687.16157,820787.29784,37,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
25422,81,Sambucus racemosa,gass84,PRESERVED_SPECIMEN,1993,7,11,WGS84,-120.48400,39.59880,TRUE,2000437.16157,844537.29784,2001687.16157,843287.29784,48813,1999187.16157,845787.29784,2001687.16157,843287.29784,12118,1996687.16157,845787.29784,2001687.16157,840787.29784,2987,1991687.16157,850787.29784,2001687.16157,840787.29784,725,1981687.16157,860787.29784,2001687.16157,840787.29784,170,1961687.16157,860787.29784,2001687.16157,820787.29784,37,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
25431,78,Vaccinium cespitosum,gass84,PRESERVED_SPECIMEN,1993,7,16,WGS84,-118.56670,37.13333,TRUE,2171687.16157,573287.29784,2172937.16157,572037.29784,119311,2171687.16157,573287.29784,2174187.16157,570787.29784,29960,2171687.16157,575787.29784,2176687.16157,570787.29784,7556,2171687.16157,580787.29784,2181687.16157,570787.29784,1922,2161687.16157,580787.29784,2181687.16157,560787.29784,481,2161687.16157,580787.29784,2201687.16157,540787.29784,129,2121687.1615699999965727,620787.2978420000290498,2201687.1615699999965727,540787.2978420000290498,32
29545,29,Gaultheria ovatifolia,cdrep,PRESERVED_SPECIMEN,1993,8,8,WGS84,-121.12670,39.59222,TRUE,1945437.16157,844537.29784,1946687.16157,843287.29784,26241,1944187.16157,845787.29784,1946687.16157,843287.29784,6464,1941687.16157,845787.29784,1946687.16157,840787.29784,1568,1941687.16157,850787.29784,1951687.16157,840787.29784,400,1941687.16157,860787.29784,1961687.16157,840787.29784,104,1921687.16157,860787.29784,1961687.16157,820787.29784,20,1881687.1615699999965727,860787.2978420000290498,1961687.1615699999965727,780787.2978420000290498,2
29546,30,Gaultheria ovatifolia,"gass84,gdativ",PRESERVED_SPECIMEN,1993,8,8,WGS84,-121.12040,39.59090,TRUE,1945437.16157,843287.29784,1946687.16157,842037.29784,26242,1944187.16157,843287.29784,1946687.16157,840787.29784,6465,1941687.16157,845787.29784,1946687.16157,840787.29784,1568,1941687.16157,850787.29784,1951687.16157,840787.29784,400,1941687.16157,860787.29784,1961687.16157,840787.29784,104,1921687.16157,860787.29784,1961687.16157,820787.29784,20,1881687.1615699999965727,860787.2978420000290498,1961687.1615699999965727,780787.2978420000290498,2
29572,54,Vaccinium membranaceum,,PRESERVED_SPECIMEN,1993,8,21,WGS84,-121.20680,39.81491,TRUE,1939187.16157,868287.29784,1940437.16157,867037.29784,23657,1939187.16157,868287.29784,1941687.16157,865787.29784,5941,1936687.16157,870787.29784,1941687.16157,865787.29784,1434,1931687.16157,870787.29784,1941687.16157,860787.29784,333,1921687.16157,880787.29784,1941687.16157,860787.29784,70,1921687.16157,900787.29784,1961687.16157,860787.29784,19,1881687.1615699999965727,940787.2978420000290498,1961687.1615699999965727,860787.2978420000290498,1
29573,55,Vaccinium membranaceum,cdrep,PRESERVED_SPECIMEN,1993,8,22,WGS84,-121.53810,39.97611,TRUE,1910437.16157,887037.29784,1911687.16157,885787.29784,11843,1909187.16157,888287.29784,1911687.16157,885787.29784,2849,1906687.16157,890787.29784,1911687.16157,885787.29784,656,1901687.16157,890787.29784,1911687.16157,880787.29784,136,1901687.16157,900787.29784,1921687.16157,880787.29784,36,1881687.16157,900787.29784,1921687.16157,860787.29784,2,1881687.1615699999965727,940787.2978420000290498,1961687.1615699999965727,860787.2978420000290498,1
29574,56,Vaccinium membranaceum,,PRESERVED_SPECIMEN,1993,8,21,WGS84,-121.15810,39.81994,TRUE,1942937.16157,869537.29784,1944187.16157,868287.29784,25195,1941687.16157,870787.29784,1944187.16157,868287.29784,6197,1941687.16157,870787.29784,1946687.16157,865787.29784,1563,1941687.16157,870787.29784,1951687.16157,860787.29784,398,1941687.16157,880787.29784,1961687.16157,860787.29784,103,1921687.16157,900787.29784,1961687.16157,860787.29784,19,1881687.1615699999965727,940787.2978420000290498,1961687.1615699999965727,860787.2978420000290498,1
29575,57,Vaccinium membranaceum,,PRESERVED_SPECIMEN,1993,8,21,WGS84,-121.02740,39.66300,TRUE,1954187.16157,852037.29784,1955437.16157,850787.29784,29826,1954187.16157,853287.29784,1956687.16157,850787.29784,7489,1951687.16157,855787.29784,1956687.16157,850787.29784,1824,1951687.16157,860787.29784,1961687.16157,850787.29784,464,1941687.16157,860787.29784,1961687.16157,840787.29784,104,1921687.16157,860787.29784,1961687.16157,820787.29784,20,1881687.1615699999965727,860787.2978420000290498,1961687.1615699999965727,780787.2978420000290498,2
29576,52,Vaccinium parvifolium,,PRESERVED_SPECIMEN,1993,8,25,WGS84,-120.78930,39.31772,TRUE,1974187.16157,813287.29784,1975437.16157,812037.29784,38065,1974187.16157,813287.29784,1976687.16157,810787.29784,9561,1971687.16157,815787.29784,1976687.16157,810787.29784,2348,1971687.16157,820787.29784,1981687.16157,810787.29784,598,1961687.16157,820787.29784,1981687.16157,800787.29784,139,1961687.16157,820787.29784,2001687.16157,780787.29784,38,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
29577,53,Vaccinium parvifolium,,PRESERVED_SPECIMEN,1993,8,25,WGS84,-120.78930,39.31772,TRUE,1974187.16157,813287.29784,1975437.16157,812037.29784,38065,1974187.16157,813287.29784,1976687.16157,810787.29784,9561,1971687.16157,815787.29784,1976687.16157,810787.29784,2348,1971687.16157,820787.29784,1981687.16157,810787.29784,598,1961687.16157,820787.29784,1981687.16157,800787.29784,139,1961687.16157,820787.29784,2001687.16157,780787.29784,38,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
31935,297,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.95460,38.44508,TRUE,1959187.16157,717037.29784,1960437.16157,715787.29784,31986,1959187.16157,718287.29784,1961687.16157,715787.29784,8057,1956687.16157,720787.29784,1961687.16157,715787.29784,1980,1951687.16157,720787.29784,1961687.16157,710787.29784,478,1941687.16157,720787.29784,1961687.16157,700787.29784,111,1921687.16157,740787.29784,1961687.16157,700787.29784,23,1881687.1615699999965727,780787.2978420000290498,1961687.1615699999965727,700787.2978420000290498,3
31936,298,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.74950,38.33075,TRUE,1977937.16157,703287.29784,1979187.16157,702037.29784,39692,1976687.16157,703287.29784,1979187.16157,700787.29784,9862,1976687.16157,705787.29784,1981687.16157,700787.29784,2499,1971687.16157,710787.29784,1981687.16157,700787.29784,609,1961687.16157,720787.29784,1981687.16157,700787.29784,144,1961687.16157,740787.29784,2001687.16157,700787.29784,40,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31937,299,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.95460,38.44508,TRUE,1959187.16157,717037.29784,1960437.16157,715787.29784,31986,1959187.16157,718287.29784,1961687.16157,715787.29784,8057,1956687.16157,720787.29784,1961687.16157,715787.29784,1980,1951687.16157,720787.29784,1961687.16157,710787.29784,478,1941687.16157,720787.29784,1961687.16157,700787.29784,111,1921687.16157,740787.29784,1961687.16157,700787.29784,23,1881687.1615699999965727,780787.2978420000290498,1961687.1615699999965727,700787.2978420000290498,3
